id,sales
267,23.0
268,23.0
269,23.0
270,15.0
271,19.0
272,18.0
273,19.0
274,20.0
275,20.0
276,21.0
277,15.0
278,20.0
279,18.0
280,19.0
281,19.0
282,20.0
283,21.0
284,15.0
285,18.0
286,18.0
287,19.0
288,19.0
289,20.0
290,21.0
291,15.0
292,18.0
293,17.0
294,19.0
295,19.0
296,20.0
297,21.0
298,15.0
299,18.0
300,17.0
301,27.0
302,28.0
303,28.0
304,29.0
305,18.0
306,23.0
307,24.0
308,25.0
309,26.0
310,27.0
311,28.0
312,18.0
313,22.0
314,23.0
315,25.0
316,25.0
317,28.0
318,27.0
319,19.0
320,23.0
321,23.0
322,26.0
323,25.0
324,28.0
325,28.0
326,19.0
327,24.0
328,22.0
329,19.0
330,19.0
331,21.0
332,23.0
333,18.0
334,18.0
335,18.0
336,20.0
337,20.0
338,22.0
339,23.0
340,18.0
341,17.0
342,17.0
343,21.0
344,19.0
345,21.0
346,22.0
347,18.0
348,17.0
349,17.0
350,21.0
351,19.0
352,21.0
353,25.0
354,16.0
355,17.0
356,17.0
357,20.0
358,18.0
359,21.0
360,10.0
361,13.0
362,13.0
363,13.0
364,14.0
365,14.0
366,15.0
367,10.0
368,13.0
369,13.0
370,13.0
371,14.0
372,14.0
373,15.0
374,10.0
375,12.0
376,12.0
377,14.0
378,13.0
379,14.0
380,15.0
381,10.0
382,13.0
383,13.0
384,14.0
385,13.0
386,15.0
387,15.0
388,11.0
389,13.0
390,13.0
391,18.0
392,18.0
393,18.0
394,20.0
395,14.0
396,16.0
397,16.0
398,17.0
399,17.0
400,18.0
401,20.0
402,13.0
403,16.0
404,16.0
405,17.0
406,17.0
407,19.0
408,19.0
409,14.0
410,16.0
411,16.0
412,17.0
413,17.0
414,19.0
415,20.0
416,13.0
417,16.0
418,16.0
419,14.0
420,14.0
421,15.0
422,18.0
423,12.0
424,13.0
425,13.0
426,15.0
427,15.0
428,13.0
429,16.0
430,12.0
431,13.0
432,13.0
433,15.0
434,14.0
435,14.0
436,16.0
437,11.0
438,13.0
439,13.0
440,15.0
441,15.0
442,14.0
443,19.0
444,10.0
445,13.0
446,13.0
447,16.0
448,15.0
449,14.0
450,9.0
451,11.0
452,11.0
453,12.0
454,12.0
455,12.0
456,13.0
457,9.0
458,11.0
459,11.0
460,12.0
461,12.0
462,13.0
463,13.0
464,9.0
465,11.0
466,11.0
467,12.0
468,12.0
469,13.0
470,14.0
471,9.0
472,11.0
473,12.0
474,12.0
475,12.0
476,13.0
477,14.0
478,11.0
479,11.0
480,11.0
481,19.0
482,20.0
483,19.0
484,20.0
485,14.0
486,16.0
487,16.0
488,17.0
489,18.0
490,18.0
491,20.0
492,14.0
493,15.0
494,16.0
495,17.0
496,17.0
497,19.0
498,19.0
499,13.0
500,16.0
501,16.0
502,18.0
503,17.0
504,18.0
505,20.0
506,13.0
507,16.0
508,16.0
509,13.0
510,14.0
511,14.0
512,17.0
513,11.0
514,14.0
515,13.0
516,15.0
517,16.0
518,16.0
519,15.0
520,11.0
521,13.0
522,12.0
523,14.0
524,14.0
525,16.0
526,15.0
527,10.0
528,13.0
529,13.0
530,15.0
531,15.0
532,15.0
533,17.0
534,11.0
535,13.0
536,14.0
537,16.0
538,15.0
539,15.0
540,9.0
541,10.0
542,11.0
543,11.0
544,11.0
545,12.0
546,12.0
547,8.0
548,9.0
549,11.0
550,12.0
551,11.0
552,12.0
553,13.0
554,8.0
555,9.0
556,11.0
557,11.0
558,11.0
559,12.0
560,12.0
561,8.0
562,10.0
563,11.0
564,12.0
565,11.0
566,12.0
567,12.0
568,9.0
569,11.0
570,11.0
571,17.0
572,17.0
573,17.0
574,18.0
575,11.0
576,13.0
577,15.0
578,15.0
579,16.0
580,16.0
581,18.0
582,11.0
583,13.0
584,15.0
585,16.0
586,15.0
587,17.0
588,18.0
589,12.0
590,14.0
591,15.0
592,16.0
593,15.0
594,18.0
595,18.0
596,12.0
597,14.0
598,15.0
599,13.0
600,12.0
601,13.0
602,16.0
603,11.0
604,13.0
605,13.0
606,14.0
607,14.0
608,14.0
609,15.0
610,11.0
611,12.0
612,12.0
613,14.0
614,14.0
615,14.0
616,16.0
617,10.0
618,12.0
619,12.0
620,14.0
621,14.0
622,14.0
623,18.0
624,10.0
625,12.0
626,13.0
627,15.0
628,14.0
629,15.0
630,19.0
631,21.0
632,21.0
633,24.0
634,24.0
635,23.0
636,26.0
637,17.0
638,22.0
639,21.0
640,24.0
641,24.0
642,24.0
643,26.0
644,17.0
645,21.0
646,21.0
647,24.0
648,24.0
649,24.0
650,26.0
651,18.0
652,21.0
653,21.0
654,24.0
655,23.0
656,24.0
657,26.0
658,18.0
659,21.0
660,21.0
661,33.0
662,35.0
663,34.0
664,35.0
665,24.0
666,30.0
667,29.0
668,33.0
669,33.0
670,33.0
671,34.0
672,24.0
673,29.0
674,29.0
675,32.0
676,31.0
677,33.0
678,34.0
679,25.0
680,29.0
681,29.0
682,33.0
683,31.0
684,33.0
685,33.0
686,25.0
687,29.0
688,29.0
689,22.0
690,23.0
691,23.0
692,28.0
693,22.0
694,24.0
695,22.0
696,22.0
697,24.0
698,26.0
699,29.0
700,23.0
701,23.0
702,22.0
703,22.0
704,23.0
705,24.0
706,29.0
707,23.0
708,23.0
709,22.0
710,22.0
711,23.0
712,24.0
713,30.0
714,21.0
715,23.0
716,22.0
717,22.0
718,23.0
719,24.0
720,16.0
721,18.0
722,18.0
723,19.0
724,19.0
725,19.0
726,20.0
727,15.0
728,18.0
729,17.0
730,19.0
731,19.0
732,19.0
733,21.0
734,15.0
735,17.0
736,18.0
737,19.0
738,19.0
739,20.0
740,22.0
741,16.0
742,17.0
743,17.0
744,19.0
745,19.0
746,20.0
747,21.0
748,17.0
749,17.0
750,16.0
751,26.0
752,26.0
753,26.0
754,28.0
755,19.0
756,22.0
757,23.0
758,24.0
759,24.0
760,25.0
761,27.0
762,19.0
763,21.0
764,22.0
765,24.0
766,24.0
767,26.0
768,26.0
769,20.0
770,22.0
771,22.0
772,24.0
773,24.0
774,27.0
775,27.0
776,20.0
777,23.0
778,22.0
779,17.0
780,17.0
781,20.0
782,24.0
783,17.0
784,20.0
785,17.0
786,18.0
787,19.0
788,22.0
789,22.0
790,18.0
791,19.0
792,16.0
793,18.0
794,18.0
795,22.0
796,23.0
797,18.0
798,19.0
799,16.0
800,18.0
801,20.0
802,21.0
803,25.0
804,16.0
805,17.0
806,16.0
807,19.0
808,19.0
809,20.0
810,16.0
811,20.0
812,20.0
813,21.0
814,21.0
815,21.0
816,22.0
817,15.0
818,20.0
819,20.0
820,21.0
821,21.0
822,21.0
823,24.0
824,16.0
825,19.0
826,19.0
827,21.0
828,21.0
829,22.0
830,24.0
831,15.0
832,19.0
833,19.0
834,21.0
835,20.0
836,22.0
837,23.0
838,17.0
839,20.0
840,18.0
841,29.0
842,31.0
843,29.0
844,30.0
845,22.0
846,26.0
847,27.0
848,29.0
849,29.0
850,27.0
851,29.0
852,20.0
853,25.0
854,26.0
855,28.0
856,28.0
857,27.0
858,30.0
859,22.0
860,25.0
861,26.0
862,29.0
863,29.0
864,28.0
865,30.0
866,22.0
867,26.0
868,26.0
869,18.0
870,20.0
871,22.0
872,23.0
873,18.0
874,21.0
875,19.0
876,19.0
877,21.0
878,24.0
879,23.0
880,19.0
881,20.0
882,18.0
883,20.0
884,21.0
885,23.0
886,23.0
887,19.0
888,20.0
889,17.0
890,21.0
891,21.0
892,22.0
893,25.0
894,18.0
895,19.0
896,17.0
897,20.0
898,19.0
899,20.0
900,36.0
901,44.0
902,42.0
903,46.0
904,47.0
905,49.0
906,54.0
907,36.0
908,44.0
909,42.0
910,46.0
911,46.0
912,49.0
913,54.0
914,36.0
915,42.0
916,42.0
917,46.0
918,46.0
919,48.0
920,54.0
921,36.0
922,42.0
923,42.0
924,47.0
925,46.0
926,50.0
927,55.0
928,36.0
929,42.0
930,40.0
931,70.0
932,69.0
933,70.0
934,77.0
935,50.0
936,61.0
937,60.0
938,67.0
939,66.0
940,67.0
941,72.0
942,49.0
943,59.0
944,59.0
945,66.0
946,65.0
947,67.0
948,72.0
949,50.0
950,59.0
951,59.0
952,67.0
953,65.0
954,71.0
955,74.0
956,50.0
957,60.0
958,59.0
959,47.0
960,44.0
961,48.0
962,56.0
963,47.0
964,53.0
965,44.0
966,47.0
967,47.0
968,51.0
969,56.0
970,48.0
971,50.0
972,42.0
973,47.0
974,44.0
975,50.0
976,55.0
977,48.0
978,49.0
979,42.0
980,47.0
981,45.0
982,50.0
983,58.0
984,46.0
985,48.0
986,43.0
987,47.0
988,45.0
989,50.0
990,55.0
991,60.0
992,57.0
993,67.0
994,70.0
995,71.0
996,76.0
997,53.0
998,59.0
999,56.0
1000,67.0
1001,70.0
1002,72.0
1003,76.0
1004,53.0
1005,57.0
1006,57.0
1007,68.0
1008,70.0
1009,72.0
1010,75.0
1011,52.0
1012,56.0
1013,57.0
1014,69.0
1015,68.0
1016,73.0
1017,76.0
1018,51.0
1019,55.0
1020,56.0
1021,104.0
1022,104.0
1023,108.0
1024,116.0
1025,79.0
1026,90.0
1027,92.0
1028,98.0
1029,98.0
1030,103.0
1031,110.0
1032,78.0
1033,88.0
1034,91.0
1035,97.0
1036,98.0
1037,103.0
1038,107.0
1039,81.0
1040,91.0
1041,90.0
1042,99.0
1043,96.0
1044,103.0
1045,108.0
1046,81.0
1047,92.0
1048,90.0
1049,65.0
1050,65.0
1051,61.0
1052,78.0
1053,62.0
1054,65.0
1055,61.0
1056,69.0
1057,65.0
1058,65.0
1059,79.0
1060,64.0
1061,64.0
1062,60.0
1063,69.0
1064,65.0
1065,65.0
1066,78.0
1067,59.0
1068,63.0
1069,60.0
1070,70.0
1071,66.0
1072,64.0
1073,81.0
1074,56.0
1075,63.0
1076,59.0
1077,69.0
1078,65.0
1079,64.0
1080,47.0
1081,56.0
1082,55.0
1083,61.0
1084,62.0
1085,62.0
1086,67.0
1087,46.0
1088,54.0
1089,55.0
1090,62.0
1091,60.0
1092,63.0
1093,68.0
1094,46.0
1095,54.0
1096,55.0
1097,62.0
1098,60.0
1099,63.0
1100,68.0
1101,46.0
1102,53.0
1103,54.0
1104,62.0
1105,59.0
1106,64.0
1107,68.0
1108,46.0
1109,53.0
1110,53.0
1111,97.0
1112,96.0
1113,97.0
1114,103.0
1115,66.0
1116,81.0
1117,81.0
1118,91.0
1119,89.0
1120,94.0
1121,98.0
1122,66.0
1123,78.0
1124,80.0
1125,90.0
1126,89.0
1127,94.0
1128,96.0
1129,68.0
1130,79.0
1131,80.0
1132,91.0
1133,87.0
1134,96.0
1135,100.0
1136,67.0
1137,80.0
1138,80.0
1139,50.0
1140,56.0
1141,61.0
1142,71.0
1143,54.0
1144,58.0
1145,53.0
1146,54.0
1147,58.0
1148,65.0
1149,72.0
1150,54.0
1151,56.0
1152,53.0
1153,54.0
1154,55.0
1155,65.0
1156,71.0
1157,53.0
1158,55.0
1159,51.0
1160,56.0
1161,57.0
1162,63.0
1163,73.0
1164,49.0
1165,55.0
1166,51.0
1167,58.0
1168,61.0
1169,63.0
1170,45.0
1171,51.0
1172,49.0
1173,55.0
1174,56.0
1175,58.0
1176,62.0
1177,44.0
1178,50.0
1179,49.0
1180,55.0
1181,55.0
1182,58.0
1183,64.0
1184,45.0
1185,49.0
1186,49.0
1187,55.0
1188,55.0
1189,60.0
1190,65.0
1191,44.0
1192,48.0
1193,48.0
1194,55.0
1195,55.0
1196,60.0
1197,65.0
1198,44.0
1199,48.0
1200,47.0
1201,81.0
1202,86.0
1203,83.0
1204,91.0
1205,62.0
1206,70.0
1207,71.0
1208,81.0
1209,80.0
1210,81.0
1211,88.0
1212,61.0
1213,68.0
1214,71.0
1215,78.0
1216,79.0
1217,83.0
1218,85.0
1219,62.0
1220,71.0
1221,70.0
1222,81.0
1223,77.0
1224,84.0
1225,85.0
1226,59.0
1227,71.0
1228,68.0
1229,47.0
1230,52.0
1231,57.0
1232,65.0
1233,49.0
1234,53.0
1235,48.0
1236,52.0
1237,56.0
1238,63.0
1239,65.0
1240,49.0
1241,51.0
1242,48.0
1243,53.0
1244,54.0
1245,61.0
1246,64.0
1247,49.0
1248,51.0
1249,48.0
1250,55.0
1251,54.0
1252,57.0
1253,66.0
1254,47.0
1255,49.0
1256,49.0
1257,58.0
1258,56.0
1259,57.0
1260,32.0
1261,37.0
1262,36.0
1263,39.0
1264,39.0
1265,40.0
1266,45.0
1267,32.0
1268,37.0
1269,36.0
1270,39.0
1271,39.0
1272,40.0
1273,44.0
1274,32.0
1275,36.0
1276,36.0
1277,39.0
1278,38.0
1279,40.0
1280,44.0
1281,32.0
1282,35.0
1283,34.0
1284,40.0
1285,38.0
1286,41.0
1287,45.0
1288,32.0
1289,36.0
1290,34.0
1291,58.0
1292,60.0
1293,58.0
1294,61.0
1295,41.0
1296,50.0
1297,50.0
1298,55.0
1299,57.0
1300,55.0
1301,58.0
1302,40.0
1303,49.0
1304,50.0
1305,55.0
1306,57.0
1307,56.0
1308,58.0
1309,41.0
1310,49.0
1311,50.0
1312,58.0
1313,54.0
1314,56.0
1315,57.0
1316,41.0
1317,49.0
1318,49.0
1319,39.0
1320,44.0
1321,45.0
1322,45.0
1323,34.0
1324,37.0
1325,37.0
1326,42.0
1327,45.0
1328,47.0
1329,46.0
1330,37.0
1331,35.0
1332,36.0
1333,45.0
1334,44.0
1335,43.0
1336,44.0
1337,37.0
1338,37.0
1339,37.0
1340,45.0
1341,44.0
1342,42.0
1343,49.0
1344,35.0
1345,36.0
1346,36.0
1347,46.0
1348,44.0
1349,40.0
1350,32.0
1351,37.0
1352,36.0
1353,41.0
1354,41.0
1355,42.0
1356,44.0
1357,31.0
1358,37.0
1359,35.0
1360,41.0
1361,41.0
1362,42.0
1363,44.0
1364,32.0
1365,36.0
1366,35.0
1367,41.0
1368,41.0
1369,42.0
1370,44.0
1371,31.0
1372,35.0
1373,35.0
1374,41.0
1375,40.0
1376,41.0
1377,44.0
1378,32.0
1379,35.0
1380,35.0
1381,58.0
1382,59.0
1383,59.0
1384,65.0
1385,40.0
1386,49.0
1387,51.0
1388,55.0
1389,55.0
1390,59.0
1391,65.0
1392,40.0
1393,49.0
1394,51.0
1395,55.0
1396,54.0
1397,60.0
1398,64.0
1399,41.0
1400,50.0
1401,50.0
1402,56.0
1403,54.0
1404,61.0
1405,66.0
1406,40.0
1407,51.0
1408,49.0
1409,32.0
1410,33.0
1411,41.0
1412,48.0
1413,41.0
1414,43.0
1415,38.0
1416,34.0
1417,33.0
1418,43.0
1419,49.0
1420,42.0
1421,42.0
1422,36.0
1423,37.0
1424,32.0
1425,42.0
1426,48.0
1427,41.0
1428,42.0
1429,34.0
1430,34.0
1431,34.0
1432,43.0
1433,51.0
1434,38.0
1435,40.0
1436,31.0
1437,34.0
1438,36.0
1439,44.0
1440,30.0
1441,32.0
1442,32.0
1443,36.0
1444,36.0
1445,39.0
1446,42.0
1447,28.0
1448,32.0
1449,32.0
1450,36.0
1451,36.0
1452,39.0
1453,42.0
1454,28.0
1455,32.0
1456,33.0
1457,36.0
1458,36.0
1459,39.0
1460,42.0
1461,28.0
1462,32.0
1463,32.0
1464,36.0
1465,36.0
1466,39.0
1467,42.0
1468,29.0
1469,32.0
1470,32.0
1471,50.0
1472,52.0
1473,51.0
1474,55.0
1475,37.0
1476,47.0
1477,46.0
1478,47.0
1479,48.0
1480,50.0
1481,54.0
1482,37.0
1483,45.0
1484,45.0
1485,48.0
1486,47.0
1487,50.0
1488,53.0
1489,39.0
1490,45.0
1491,45.0
1492,48.0
1493,46.0
1494,51.0
1495,52.0
1496,39.0
1497,45.0
1498,44.0
1499,31.0
1500,35.0
1501,42.0
1502,43.0
1503,33.0
1504,35.0
1505,31.0
1506,33.0
1507,35.0
1508,43.0
1509,43.0
1510,34.0
1511,33.0
1512,29.0
1513,34.0
1514,34.0
1515,42.0
1516,42.0
1517,32.0
1518,32.0
1519,26.0
1520,35.0
1521,40.0
1522,39.0
1523,44.0
1524,31.0
1525,32.0
1526,26.0
1527,39.0
1528,41.0
1529,39.0
1530,54.0
1531,61.0
1532,59.0
1533,64.0
1534,66.0
1535,66.0
1536,72.0
1537,51.0
1538,59.0
1539,58.0
1540,63.0
1541,65.0
1542,65.0
1543,72.0
1544,51.0
1545,58.0
1546,58.0
1547,63.0
1548,66.0
1549,66.0
1550,72.0
1551,51.0
1552,57.0
1553,58.0
1554,65.0
1555,65.0
1556,66.0
1557,73.0
1558,51.0
1559,57.0
1560,56.0
1561,101.0
1562,103.0
1563,102.0
1564,109.0
1565,74.0
1566,87.0
1567,91.0
1568,99.0
1569,95.0
1570,98.0
1571,106.0
1572,75.0
1573,86.0
1574,90.0
1575,97.0
1576,93.0
1577,100.0
1578,105.0
1579,75.0
1580,86.0
1581,90.0
1582,97.0
1583,93.0
1584,100.0
1585,105.0
1586,74.0
1587,90.0
1588,88.0
1589,56.0
1590,59.0
1591,60.0
1592,74.0
1593,54.0
1594,59.0
1595,52.0
1596,61.0
1597,63.0
1598,67.0
1599,76.0
1600,56.0
1601,61.0
1602,52.0
1603,62.0
1604,62.0
1605,66.0
1606,75.0
1607,56.0
1608,57.0
1609,52.0
1610,61.0
1611,61.0
1612,67.0
1613,80.0
1614,53.0
1615,55.0
1616,52.0
1617,62.0
1618,63.0
1619,63.0
1620,47.0
1621,54.0
1622,52.0
1623,58.0
1624,61.0
1625,64.0
1626,67.0
1627,45.0
1628,53.0
1629,52.0
1630,58.0
1631,59.0
1632,63.0
1633,67.0
1634,46.0
1635,51.0
1636,52.0
1637,58.0
1638,60.0
1639,63.0
1640,65.0
1641,45.0
1642,51.0
1643,52.0
1644,58.0
1645,58.0
1646,63.0
1647,67.0
1648,46.0
1649,51.0
1650,50.0
1651,85.0
1652,91.0
1653,90.0
1654,94.0
1655,62.0
1656,75.0
1657,74.0
1658,83.0
1659,84.0
1660,86.0
1661,91.0
1662,62.0
1663,73.0
1664,74.0
1665,82.0
1666,84.0
1667,88.0
1668,87.0
1669,63.0
1670,73.0
1671,73.0
1672,83.0
1673,82.0
1674,88.0
1675,87.0
1676,63.0
1677,74.0
1678,72.0
1679,49.0
1680,48.0
1681,52.0
1682,64.0
1683,49.0
1684,53.0
1685,52.0
1686,52.0
1687,50.0
1688,55.0
1689,66.0
1690,51.0
1691,53.0
1692,52.0
1693,53.0
1694,50.0
1695,53.0
1696,64.0
1697,50.0
1698,54.0
1699,50.0
1700,53.0
1701,51.0
1702,53.0
1703,68.0
1704,47.0
1705,54.0
1706,52.0
1707,54.0
1708,50.0
1709,53.0
1710,52.0
1711,58.0
1712,57.0
1713,64.0
1714,65.0
1715,65.0
1716,70.0
1717,48.0
1718,56.0
1719,56.0
1720,63.0
1721,64.0
1722,65.0
1723,69.0
1724,48.0
1725,55.0
1726,57.0
1727,63.0
1728,64.0
1729,65.0
1730,68.0
1731,47.0
1732,55.0
1733,56.0
1734,64.0
1735,61.0
1736,65.0
1737,68.0
1738,48.0
1739,55.0
1740,55.0
1741,90.0
1742,92.0
1743,93.0
1744,99.0
1745,65.0
1746,74.0
1747,76.0
1748,88.0
1749,86.0
1750,91.0
1751,95.0
1752,66.0
1753,72.0
1754,75.0
1755,87.0
1756,85.0
1757,91.0
1758,93.0
1759,67.0
1760,73.0
1761,76.0
1762,87.0
1763,84.0
1764,92.0
1765,95.0
1766,65.0
1767,76.0
1768,75.0
1769,50.0
1770,56.0
1771,60.0
1772,65.0
1773,53.0
1774,56.0
1775,53.0
1776,54.0
1777,57.0
1778,66.0
1779,66.0
1780,55.0
1781,54.0
1782,53.0
1783,58.0
1784,56.0
1785,63.0
1786,66.0
1787,54.0
1788,54.0
1789,53.0
1790,58.0
1791,57.0
1792,60.0
1793,66.0
1794,51.0
1795,54.0
1796,52.0
1797,58.0
1798,59.0
1799,59.0
1800,25.0
1801,27.0
1802,26.0
1803,30.0
1804,30.0
1805,32.0
1806,33.0
1807,23.0
1808,26.0
1809,26.0
1810,30.0
1811,30.0
1812,32.0
1813,33.0
1814,24.0
1815,26.0
1816,26.0
1817,30.0
1818,30.0
1819,32.0
1820,33.0
1821,23.0
1822,26.0
1823,26.0
1824,30.0
1825,29.0
1826,31.0
1827,33.0
1828,24.0
1829,26.0
1830,26.0
1831,41.0
1832,40.0
1833,42.0
1834,45.0
1835,31.0
1836,36.0
1837,35.0
1838,39.0
1839,39.0
1840,41.0
1841,44.0
1842,31.0
1843,36.0
1844,36.0
1845,39.0
1846,39.0
1847,41.0
1848,43.0
1849,31.0
1850,36.0
1851,35.0
1852,39.0
1853,38.0
1854,42.0
1855,43.0
1856,32.0
1857,36.0
1858,35.0
1859,29.0
1860,29.0
1861,26.0
1862,32.0
1863,26.0
1864,28.0
1865,27.0
1866,30.0
1867,29.0
1868,29.0
1869,33.0
1870,27.0
1871,27.0
1872,28.0
1873,31.0
1874,27.0
1875,28.0
1876,32.0
1877,27.0
1878,29.0
1879,27.0
1880,31.0
1881,27.0
1882,28.0
1883,34.0
1884,26.0
1885,28.0
1886,27.0
1887,31.0
1888,27.0
1889,29.0
1890,34.0
1891,38.0
1892,38.0
1893,43.0
1894,45.0
1895,45.0
1896,50.0
1897,32.0
1898,38.0
1899,37.0
1900,43.0
1901,45.0
1902,45.0
1903,49.0
1904,32.0
1905,36.0
1906,38.0
1907,44.0
1908,45.0
1909,45.0
1910,49.0
1911,32.0
1912,37.0
1913,38.0
1914,45.0
1915,44.0
1916,46.0
1917,49.0
1918,33.0
1919,37.0
1920,39.0
1921,64.0
1922,66.0
1923,65.0
1924,71.0
1925,44.0
1926,53.0
1927,55.0
1928,61.0
1929,62.0
1930,63.0
1931,67.0
1932,44.0
1933,51.0
1934,55.0
1935,61.0
1936,61.0
1937,63.0
1938,66.0
1939,44.0
1940,53.0
1941,53.0
1942,61.0
1943,59.0
1944,63.0
1945,67.0
1946,43.0
1947,53.0
1948,52.0
1949,41.0
1950,45.0
1951,46.0
1952,50.0
1953,40.0
1954,44.0
1955,38.0
1956,44.0
1957,46.0
1958,48.0
1959,51.0
1960,41.0
1961,42.0
1962,38.0
1963,44.0
1964,45.0
1965,46.0
1966,50.0
1967,41.0
1968,41.0
1969,38.0
1970,47.0
1971,46.0
1972,46.0
1973,52.0
1974,38.0
1975,40.0
1976,38.0
1977,48.0
1978,46.0
1979,45.0
1980,30.0
1981,34.0
1982,33.0
1983,38.0
1984,38.0
1985,39.0
1986,43.0
1987,28.0
1988,33.0
1989,34.0
1990,38.0
1991,37.0
1992,40.0
1993,43.0
1994,28.0
1995,32.0
1996,34.0
1997,38.0
1998,36.0
1999,39.0
2000,42.0
2001,28.0
2002,32.0
2003,33.0
2004,37.0
2005,36.0
2006,40.0
2007,43.0
2008,29.0
2009,32.0
2010,33.0
2011,56.0
2012,55.0
2013,54.0
2014,59.0
2015,38.0
2016,46.0
2017,47.0
2018,52.0
2019,51.0
2020,52.0
2021,58.0
2022,37.0
2023,45.0
2024,46.0
2025,52.0
2026,50.0
2027,52.0
2028,56.0
2029,37.0
2030,45.0
2031,46.0
2032,52.0
2033,49.0
2034,53.0
2035,57.0
2036,37.0
2037,46.0
2038,45.0
2039,39.0
2040,39.0
2041,43.0
2042,47.0
2043,35.0
2044,35.0
2045,35.0
2046,41.0
2047,40.0
2048,45.0
2049,45.0
2050,35.0
2051,35.0
2052,36.0
2053,41.0
2054,34.0
2055,44.0
2056,45.0
2057,33.0
2058,35.0
2059,35.0
2060,42.0
2061,37.0
2062,44.0
2063,46.0
2064,32.0
2065,36.0
2066,35.0
2067,41.0
2068,39.0
2069,43.0
2070,27.0
2071,31.0
2072,30.0
2073,34.0
2074,35.0
2075,37.0
2076,40.0
2077,26.0
2078,30.0
2079,30.0
2080,34.0
2081,35.0
2082,37.0
2083,40.0
2084,26.0
2085,29.0
2086,30.0
2087,34.0
2088,35.0
2089,37.0
2090,39.0
2091,26.0
2092,29.0
2093,30.0
2094,34.0
2095,34.0
2096,37.0
2097,39.0
2098,26.0
2099,29.0
2100,29.0
2101,48.0
2102,48.0
2103,49.0
2104,53.0
2105,35.0
2106,40.0
2107,42.0
2108,46.0
2109,44.0
2110,48.0
2111,51.0
2112,35.0
2113,40.0
2114,41.0
2115,45.0
2116,44.0
2117,48.0
2118,49.0
2119,35.0
2120,41.0
2121,41.0
2122,46.0
2123,43.0
2124,49.0
2125,49.0
2126,35.0
2127,41.0
2128,41.0
2129,32.0
2130,32.0
2131,36.0
2132,41.0
2133,29.0
2134,33.0
2135,30.0
2136,33.0
2137,35.0
2138,39.0
2139,42.0
2140,29.0
